"(0.3436, 0.1448, 0.3422, -0.4648, -0.3358)",[ 3.5996 -0.5063  0.25  ]
"(-0.2291, -0.1944, -0.415, 0.034, -0.384)",[ 2.6082 -2.2758  0.25  ]
"(0.1602, 0.2677, -0.4816, -0.2829, -0.0518)",[ 3.5407 -0.5475  0.25  ]
"(0.4775, 0.1689, -0.2324, 0.2773, 0.4494)",[3.0438 1.8209 0.25  ]
"(0.1933, -0.4719, 0.4688, 0.4508, -0.0319)",[3.4516 0.2424 0.25  ]
"(-0.2431, 0.3296, 0.0573, 0.4441, 0.4779)",[2.3978 2.4757 0.25  ]
"(-0.0974, -0.4651, 0.4744, -0.194, -0.0248)",[ 3.587  -0.6273  0.25  ]
"(-0.0592, 0.3183, 0.4854, -0.1872, -0.0403)",[3.3403 1.2002 0.25  ]
"(0.3787, -0.4939, -0.2642, -0.1025, -0.4258)",[ 2.2505 -2.5522  0.25  ]
"(-0.4561, -0.4454, 0.1033, 0.2521, 0.2352)",[ 3.6344 -0.1283  0.25  ]
"(0.3654, -0.4955, 0.4341, -0.4534, -0.2251)",[ 3.263  -1.4689  0.25  ]
"(0.3781, 0.0517, -0.018, 0.2527, -0.4284)",[ 3.5109 -0.8233  0.25  ]
"(0.2729, -0.3173, 0.2208, 0.2301, -0.1961)",[ 3.5439 -0.6734  0.25  ]
"(-0.4361, 0.1129, -0.2465, 0.1812, 0.2626)",[3.5919 0.663  0.25  ]
"(-0.4803, -0.4112, 0.1508, 0.1443, 0.4576)",[3.5586 0.7351 0.25  ]
"(-0.4592, 0.2063, -0.2241, 0.445, 0.3866)",[3.2335 1.6015 0.25  ]
"(0.2384, -0.3349, 0.0656, 0.3365, -0.4753)",[ 3.1462 -1.6887  0.25  ]
"(0.0629, -0.1244, 0.4847, -0.1919, 0.2361)",[3.4414 1.1496 0.25  ]
"(-0.248, 0.0801, 0.1514, -0.1996, 0.1403)",[3.6056 0.6701 0.25  ]
"(0.1505, 0.4808, 0.0223, 0.1312, -0.1466)",[3.4503 0.9543 0.25  ]
"(-0.2643, -0.2409, -0.4398, 0.113, -0.4426)",[ 2.4396 -2.4255  0.25  ]
"(-0.4566, 0.1721, -0.2971, 0.0521, 0.1223)",[3.6304 0.1888 0.25  ]
"(-0.1236, -0.0399, 0.4605, 0.0917, 0.2699)",[3.1885 1.5978 0.25  ]
"(0.3498, 0.3367, -0.1126, 0.3053, -0.3337)",[3.5821 0.0305 0.25  ]
"(-0.4349, 0.1086, -0.5026, -0.0298, 0.2555)",[ 3.5396 -0.0099  0.25  ]
"(-0.4566, 0.1822, -0.3489, 0.1289, 0.1327)",[3.6285 0.1558 0.25  ]
"(-0.3736, 0.4071, -0.1329, 0.4866, -0.2123)",[3.5468 0.549  0.25  ]
"(-0.03, -0.4622, 0.1047, -0.1382, 0.2095)",[ 3.5924 -0.5357  0.25  ]
"(0.1751, 0.4913, -0.4597, 0.1776, -0.1173)",[3.6355 0.2024 0.25  ]
"(-0.0594, 0.3059, 0.4784, -0.1901, -0.3344)",[3.5515 0.3863 0.25  ]
"(0.4762, -0.3022, 0.35, 0.3632, -0.3831)",[ 3.3951 -0.6372  0.25  ]
"(0.1447, -0.4885, 0.3515, 0.1317, -0.2785)",[ 3.3782 -1.2503  0.25  ]
"(-0.0298, -0.3346, 0.2446, -0.2774, 0.0958)",[ 3.6202 -0.4809  0.25  ]
"(-0.1668, 0.0655, -0.2531, -0.3202, -0.2357)",[ 3.289  -1.3512  0.25  ]
"(-0.0745, -0.4737, 0.4761, 0.0756, 0.2865)",[3.5649 0.6626 0.25  ]
"(0.0629, -0.2749, 0.0737, -0.3955, -0.3152)",[ 2.9787 -1.9247  0.25  ]
"(-0.1264, -0.0445, 0.455, -0.2431, 0.2658)",[3.4056 1.2536 0.25  ]
"(-0.4053, 0.0876, -0.2311, -0.2782, 0.2461)",[3.5555 0.1917 0.25  ]
"(-0.4392, -0.4836, 0.0356, 0.4942, -0.2531)",[ 3.216  -1.5541  0.25  ]
"(0.3943, -0.2049, 0.4337, -0.1548, 0.3649)",[3.3154 1.3888 0.25  ]
"(-0.1785, 0.0476, -0.2826, -0.3431, 0.1378)",[ 3.5248 -0.4186  0.25  ]
"(-0.2508, -0.2125, 0.4271, -0.1638, 0.3578)",[3.4771 1.0848 0.25  ]
"(0.468, -0.0074, 0.2533, -0.0853, 0.3722)",[3.157  1.6812 0.25  ]
"(-0.3598, 0.2486, -0.4105, 0.27, -0.3606)",[ 3.4609 -1.1071  0.25  ]
"(0.1384, -0.0885, -0.2581, -0.0472, -0.2687)",[ 3.2865 -1.5205  0.25  ]
"(-0.4506, 0.1998, -0.0203, 0.4602, 0.3994)",[3.0266 1.8871 0.25  ]
"(-0.4598, 0.4749, 0.4777, 0.2495, -0.286)",[3.1641 1.1911 0.25  ]
"(-0.1878, 0.1719, -0.2396, 0.2278, -0.4674)",[ 3.3897 -1.3678  0.25  ]
"(0.3895, -0.479, 0.3596, -0.0892, -0.4093)",[ 3.093  -1.7856  0.25  ]
"(0.0609, 0.3826, 0.4536, 0.182, 0.0052)",[2.8538 1.7943 0.25  ]
"(-0.4089, -0.0831, -0.2132, -0.1101, 0.2066)",[ 3.5719 -0.278   0.25  ]
"(-0.4619, -0.0337, -0.3433, 0.0578, -0.2044)",[ 3.2631 -1.4237  0.25  ]
"(-0.4166, -0.0977, -0.2266, -0.2275, 0.1926)",[ 3.5058 -0.4535  0.25  ]
"(-0.3683, 0.4195, 0.4467, 0.4936, -0.199)",[2.9798 1.4118 0.25  ]
"(-0.4181, -0.0893, -0.4917, -0.2283, 0.2018)",[ 3.2792 -0.8525  0.25  ]
"(0.0505, -0.4201, 0.1614, -0.1756, -0.0009)",[ 3.536  -0.8899  0.25  ]
"(-0.4494, 0.4515, 0.4433, -0.1683, -0.0053)",[3.2059 1.4081 0.25  ]
"(-0.4123, 0.1929, 0.453, 0.2553, 0.4706)",[2.266 2.509 0.25 ]
"(-0.4474, 0.1012, 0.4486, -0.1646, 0.0023)",[3.5614 0.6067 0.25  ]
"(0.3563, -0.1717, 0.3788, -0.161, -0.2523)",[ 3.5898 -0.6162  0.25  ]
"(0.078, 0.0022, 0.0025, 0.003, 0.0021)",[3.6999 0.0516 0.25  ]
"(0.3811, 0.4045, 0.0652, -0.3934, -0.496)",[ 3.5488 -0.7272  0.25  ]
"(-0.1612, 0.0886, -0.232, -0.228, -0.2114)",[ 3.3716 -1.2345  0.25  ]
"(-0.2377, 0.0271, 0.4865, -0.1853, -0.2024)",[ 3.6374 -0.0753  0.25  ]
"(-0.028, 0.3999, 0.1903, 0.2556, 0.4899)",[2.1104 2.6505 0.25  ]
"(-0.3808, 0.2872, 0.0776, -0.1118, -0.0833)",[3.6385 0.2974 0.25  ]
"(0.2746, 0.4253, 0.4746, -0.3348, 0.2651)",[2.6088 2.224  0.25  ]
"(-0.1123, 0.1322, -0.3082, -0.3899, -0.0981)",[ 3.3476 -1.0759  0.25  ]
"(-0.4504, -0.4438, 0.107, 0.2543, 0.2057)",[ 3.6313 -0.2058  0.25  ]
"(-0.1756, -0.3528, 0.3969, 0.0563, 0.4473)",[3.4102 1.2519 0.25  ]
"(0.0167, -0.3812, 0.0462, -0.0113, -0.4817)",[ 2.7344 -2.2879  0.25  ]
"(0.2357, -0.1206, 0.4304, -0.4768, -0.3723)",[ 3.4575 -1.1043  0.25  ]
"(0.0357, -0.1006, -0.4996, 0.1731, 0.2476)",[ 3.6233 -0.0571  0.25  ]
"(-0.0318, 0.4225, 0.0214, -0.4704, 0.3131)",[3.2654 1.4617 0.25  ]
"(-0.1132, 0.2186, -0.4092, 0.2639, -0.2823)",[ 3.5733 -0.7995  0.25  ]
"(-0.4661, 0.0472, -0.3441, 0.0619, -0.2022)",[ 3.3578 -1.2486  0.25  ]
"(-0.3518, 0.4191, -0.4096, 0.273, -0.1015)",[3.6396 0.2168 0.25  ]
"(0.2827, -0.0525, -0.2124, -0.3621, -0.5025)",[ 2.7504 -2.1953  0.25  ]
"(-0.468, 0.4356, -0.2359, 0.3743, 0.1954)",[3.3087 1.4114 0.25  ]
"(-0.4107, 0.4922, 0.0436, -0.4842, 0.0514)",[3.4471 0.7661 0.25  ]
"(-0.3455, 0.1326, 0.2526, -0.2767, -0.1772)",[ 3.639  -0.2075  0.25  ]
"(0.268, 0.422, -0.3075, 0.4535, -0.3482)",[3.5656 0.0199 0.25  ]
"(-0.4482, -0.5043, 0.3246, -0.1522, 0.0762)",[ 3.5033 -0.7888  0.25  ]
"(-0.1152, -0.0962, -0.2654, -0.0563, -0.2759)",[ 3.1854 -1.6592  0.25  ]
"(-0.2773, -0.4152, 0.1245, -0.4247, 0.4251)",[ 3.5354 -0.0321  0.25  ]
"(0.2674, 0.1738, -0.2359, 0.2348, -0.0765)",[3.6553 0.1454 0.25  ]
"(-0.387, -0.496, 0.4649, -0.0922, 0.3629)",[3.5836 0.5231 0.25  ]
"(0.2408, -0.403, -0.1923, 0.436, 0.4668)",[3.5204 0.7147 0.25  ]
"(0.1012, -0.0886, 0.3921, -0.2164, -0.4692)",[ 3.4452 -1.1893  0.25  ]
"(-0.4201, -0.4725, 0.0971, -0.1436, 0.1978)",[ 3.4911 -0.7295  0.25  ]
"(0.0538, -0.4117, 0.17, -0.1681, 0.4471)",[3.6117 0.5623 0.25  ]
"(-0.2707, 0.3906, 0.0538, -0.4029, -0.5111)",[ 3.4358 -1.0331  0.25  ]
"(-0.2854, 0.1507, 0.0897, -0.4626, -0.3282)",[ 3.372  -1.1777  0.25  ]
"(-0.1696, 0.1793, 0.3199, -0.3903, -0.3009)",[ 3.6115 -0.4263  0.25  ]
"(-0.0548, 0.3149, 0.4856, -0.1832, -0.2658)",[3.5134 0.5954 0.25  ]
"(-0.2506, 0.1871, -0.4212, 0.1248, -0.424)",[ 3.2215 -1.6098  0.25  ]
"(0.1274, 0.3622, -0.1775, -0.2867, -0.308)",[ 3.582  -0.6832  0.25  ]
"(-0.1742, 0.2629, 0.084, 0.0097, 0.0924)",[3.5095 1.0272 0.25  ]
"(-0.1534, -0.266, -0.2667, 0.0615, 0.1042)",[ 3.4839 -0.9056  0.25  ]
"(-0.2663, 0.2377, 0.0575, 0.0569, -0.4421)",[ 3.5803 -0.7837  0.25  ]
"(0.4006, 0.1924, -0.0272, 0.4536, 0.3922)",[2.6914 2.1073 0.25  ]
"(-0.2025, 0.4059, 0.3957, -0.387, -0.3026)",[3.5799 0.1864 0.25  ]
"(0.2305, 0.153, -0.1967, -0.0362, 0.0927)",[3.662  0.3906 0.25  ]
"(0.3985, -0.4579, 0.4032, -0.174, 0.4513)",[3.4589 1.0348 0.25  ]
"(0.3383, -0.4188, -0.0167, 0.426, -0.1199)",[ 3.4767 -0.7948  0.25  ]
"(0.4012, -0.2765, -0.3859, 0.275, 0.2031)",[ 3.5866 -0.2523  0.25  ]
"(-0.4486, 0.177, -0.0633, 0.056, 0.1272)",[3.6103 0.6084 0.25  ]
"(-0.462, 0.4369, -0.3823, -0.1828, -0.0228)",[ 3.5567 -0.0254  0.25  ]
"(0.002, 0.1633, 0.4424, 0.0931, 0.5029)",[2.3804 2.4823 0.25  ]
"(-0.0464, 0.4483, 0.3674, 0.0655, 0.1391)",[2.7573 2.047  0.25  ]
"(0.4915, -0.0324, 0.1289, -0.2297, 0.4565)",[3.2666 1.5571 0.25  ]
"(0.0745, 0.0011, 0.26, -0.0829, 0.3829)",[3.2831 1.5703 0.25  ]
"(0.2931, -0.4617, -0.1911, 0.3425, 0.2976)",[ 3.598  -0.0324  0.25  ]
"(-0.1398, -0.4968, -0.1438, 0.1287, -0.5083)",[ 2.2763 -2.6109  0.25  ]
"(0.2466, 0.2429, 0.0621, 0.3331, -0.4365)",[ 3.5517 -0.2008  0.25  ]
"(0.3381, -0.1076, -0.126, 0.2961, 0.0018)",[3.6357 0.0746 0.25  ]
"(-0.2361, -0.4615, 0.4786, -0.1912, -0.4416)",[ 3.0166 -1.9125  0.25  ]
"(-0.0345, 0.0913, -0.3372, 0.2601, 0.4945)",[3.3601 1.4136 0.25  ]
"(0.0897, 0.1707, 0.3644, -0.3924, -0.3114)",[ 3.6334 -0.2693  0.25  ]
"(0.0284, -0.0334, 0.1255, -0.2371, 0.037)",[ 3.6871 -0.0565  0.25  ]
"(0.4502, 0.1335, -0.1136, -0.3611, -0.5081)",[ 3.2207 -1.6169  0.25  ]
"(-0.1335, -0.4859, -0.1353, 0.1326, -0.2063)",[ 2.9626 -1.9417  0.25  ]
"(-0.0376, 0.0765, -0.4928, 0.2471, 0.4771)",[3.4438 1.155  0.25  ]
"(-0.2392, 0.1977, -0.3328, 0.4762, 0.0179)",[3.6353 0.3801 0.25  ]
"(0.4154, 0.4333, -0.1876, 0.01, -0.3659)",[ 3.6173 -0.3264  0.25  ]
"(-0.1993, -0.0124, 0.245, 0.058, 0.0992)",[3.5988 0.715  0.25  ]
"(-0.1923, -0.4666, -0.3864, 0.2739, 0.3532)",[ 3.506  -0.5367  0.25  ]
"(0.444, 0.1343, -0.215, -0.366, -0.5057)",[ 3.1247 -1.7471  0.25  ]
"(0.1742, 0.0839, 0.1279, 0.2676, 0.4538)",[2.796  2.1363 0.25  ]
"(-0.3861, -0.4107, 0.4782, -0.0838, 0.3695)",[3.5554 0.7108 0.25  ]
"(0.2481, 0.2891, 0.4482, -0.4611, -0.3512)",[ 3.5984 -0.056   0.25  ]
"(-0.0498, -0.0762, 0.0712, -0.4717, -0.3445)",[ 3.1717 -1.6433  0.25  ]
"(0.1102, 0.3048, -0.2228, -0.0708, -0.3464)",[ 3.5907 -0.7596  0.25  ]
"(-0.3394, -0.4239, 0.1257, -0.1848, 0.1864)",[ 3.5423 -0.6089  0.25  ]
"(-0.4383, 0.1665, 0.3262, 0.2754, 0.4468)",[2.6154 2.2905 0.25  ]
"(-0.2211, -0.1083, 0.3709, -0.4342, -0.1479)",[ 3.5714 -0.6425  0.25  ]
"(0.33, 0.4332, -0.1064, 0.1045, -0.1171)",[3.5191 0.7817 0.25  ]
"(0.4808, -0.2938, 0.3572, 0.0482, 0.2159)",[3.4511 0.9088 0.25  ]
"(0.089, -0.3883, 0.0432, -0.0138, -0.4892)",[ 2.7807 -2.243   0.25  ]
"(0.3609, -0.2281, -0.1878, 0.1228, -0.3683)",[ 3.1511 -1.7333  0.25  ]
"(-0.0279, 0.4081, 0.0074, 0.1054, -0.0215)",[3.47   1.0514 0.25  ]
"(-0.1318, 0.1558, -0.1931, -0.0318, 0.0951)",[3.6719 0.2672 0.25  ]
"(-0.4003, 0.4154, -0.2171, -0.2691, 0.2666)",[3.4347 0.9481 0.25  ]
"(-0.472, 0.4297, -0.1079, 0.0993, -0.12)",[3.6108 0.4175 0.25  ]
"(-0.0193, 0.2462, -0.4641, 0.2744, 0.5061)",[3.274  1.5464 0.25  ]
"(0.0438, 0.1876, -0.0919, 0.2286, -0.303)",[ 3.6484 -0.4106  0.25  ]
"(-0.3827, 0.4816, 0.0331, -0.1148, -0.3188)",[ 3.6219 -0.0393  0.25  ]
"(0.1055, 0.3229, 0.2731, 0.3327, -0.4874)",[3.4717 0.1709 0.25  ]
"(-0.382, 0.1744, 0.4833, -0.0792, 0.385)",[2.8718 2.0375 0.25  ]
"(-0.1445, -0.0816, -0.1505, 0.1226, -0.5136)",[ 3.0649 -1.9339  0.25  ]
"(0.0967, 0.3124, -0.4373, 0.1834, -0.4678)",[ 3.4111 -1.262   0.25  ]
"(0.1648, 0.0834, 0.124, 0.1443, 0.0432)",[3.5418 0.8367 0.25  ]
"(-0.0337, -0.4721, 0.4571, -0.1373, 0.3083)",[3.6147 0.4869 0.25  ]
"(0.223, -0.4183, -0.207, 0.1319, 0.452)",[3.6077 0.3309 0.25  ]
"(-0.0328, -0.4735, 0.0993, -0.1437, -0.453)",[ 2.6077 -2.3723  0.25  ]
"(-0.4544, -0.2919, 0.4179, 0.0471, 0.2182)",[3.5908 0.5814 0.25  ]
"(0.0909, -0.2637, 0.376, -0.386, 0.1964)",[3.6521 0.1972 0.25  ]
"(-0.4109, -0.3423, 0.4571, 0.2583, 0.4758)",[3.1995 1.5755 0.25  ]
"(0.0404, -0.4236, 0.1584, -0.1802, 0.1559)",[ 3.626  -0.4301  0.25  ]
"(-0.3339, -0.2763, -0.2982, -0.1409, -0.3154)",[ 2.4894 -2.298   0.25  ]
"(-0.1863, -0.0455, 0.3235, -0.3056, -0.2157)",[ 3.5859 -0.709   0.25  ]
"(-0.1682, -0.0321, 0.1571, -0.0546, 0.1583)",[3.6444 0.5718 0.25  ]
"(-0.0397, -0.0647, 0.0833, -0.2279, -0.334)",[ 3.3667 -1.4086  0.25  ]
"(0.3802, -0.1177, 0.4926, -0.1868, 0.2421)",[3.3329 1.3054 0.25  ]
"(0.4071, 0.3606, -0.1794, -0.2891, -0.3095)",[ 3.598  -0.5586  0.25  ]
"(0.1644, 0.273, -0.2636, -0.2772, -0.0964)",[ 3.634 -0.311  0.25 ]
"(0.4873, -0.3917, 0.241, 0.124, -0.2931)",[ 3.4069 -1.0726  0.25  ]
"(-0.4026, 0.2723, -0.4787, -0.1272, -0.1373)",[ 3.4054 -0.9191  0.25  ]
"(-0.254, -0.343, 0.4176, 0.2501, -0.2037)",[ 3.5808 -0.4921  0.25  ]
"(0.1702, 0.0842, 0.1268, 0.1489, 0.0628)",[3.5109 0.9322 0.25  ]
"(0.2763, -0.0252, 0.0362, -0.1952, -0.3749)",[ 3.4422 -1.2479  0.25  ]
"(0.4363, 0.2662, -0.1939, 0.0046, 0.4363)",[3.1267 1.7805 0.25  ]
"(-0.382, -0.4141, 0.4767, -0.0823, 0.3751)",[3.5447 0.7608 0.25  ]
"(0.3511, 0.1995, -0.2933, 0.3335, -0.2589)",[ 3.5981 -0.4185  0.25  ]
"(-0.4528, 0.0549, -0.3348, 0.3746, -0.1952)",[ 3.5192 -0.9224  0.25  ]
"(0.3369, -0.1087, -0.1281, 0.2946, 0.4191)",[3.3449 1.3477 0.25  ]
"(0.3869, -0.4052, 0.0652, 0.3841, 0.4346)",[3.3966 1.0482 0.25  ]
"(-0.1897, -0.0204, 0.241, 0.1239, 0.0892)",[3.577  0.7704 0.25  ]
"(0.2638, 0.416, -0.3146, -0.3425, -0.3537)",[ 3.494  -0.9046  0.25  ]
"(0.3373, 0.3255, -0.1235, -0.4732, -0.3446)",[ 3.5056 -0.8807  0.25  ]
"(0.3951, 0.1884, -0.032, 0.0478, 0.3886)",[3.1003 1.8088 0.25  ]
"(0.2707, -0.0312, -0.2741, 0.2329, 0.3403)",[3.5579 0.8175 0.25  ]
"(-0.3472, -0.5026, 0.3971, -0.1535, -0.2225)",[ 3.237  -1.5345  0.25  ]
"(-0.0399, -0.4552, 0.4429, 0.2611, 0.4459)",[3.3201 1.3123 0.25  ]
"(-0.2149, -0.3133, -0.045, 0.1423, 0.3671)",[3.6487 0.3267 0.25  ]
"(0.308, 0.3963, 0.1755, 0.222, -0.3035)",[3.4294 0.6789 0.25  ]
"(0.2761, 0.0416, -0.278, 0.273, 0.2014)",[3.5851 0.6836 0.25  ]
"(0.1442, -0.0853, -0.0949, 0.0759, 0.114)",[3.6913 0.0506 0.25  ]
"(0.0077, -0.4881, 0.3522, -0.0971, -0.2783)",[ 3.2636 -1.5547  0.25  ]
"(0.3856, -0.4612, 0.398, -0.1531, -0.22)",[ 3.4125 -1.1653  0.25  ]
"(-0.4671, 0.4866, 0.4843, 0.2505, -0.2025)",[3.0882 1.3593 0.25  ]
"(-0.0444, 0.0838, -0.3281, -0.1108, -0.415)",[ 3.0842 -1.818   0.25  ]
"(-0.3901, 0.2874, -0.4657, -0.1184, -0.0809)",[ 3.4643 -0.7363  0.25  ]
"(-0.0286, -0.4682, 0.4592, 0.432, 0.3114)",[3.3438 1.0805 0.25  ]
"(-0.289, -0.0727, 0.0769, -0.4739, -0.3424)",[ 3.0771 -1.704   0.25  ]
"(-0.273, -0.4768, 0.0446, 0.5003, -0.2474)",[ 3.2768 -1.4501  0.25  ]
"(-0.3983, -0.4331, 0.4575, -0.3106, 0.0266)",[ 3.5378 -0.6452  0.25  ]
"(0.2361, -0.4628, 0.446, 0.087, -0.423)",[ 3.2508 -1.4733  0.25  ]
"(0.3448, -0.2269, 0.0611, -0.302, 0.1736)",[ 3.6457 -0.2189  0.25  ]
"(0.2854, -0.0396, -0.1923, -0.3522, 0.3001)",[3.6116 0.2242 0.25  ]
"(-0.4467, 0.1017, -0.497, 0.1715, 0.2519)",[3.5912 0.1756 0.25  ]
"(-0.0304, -0.4487, 0.4893, 0.2712, 0.451)",[3.2554 1.4132 0.25  ]
"(-0.2186, -0.3346, -0.0638, 0.1283, 0.0258)",[ 3.5765 -0.7549  0.25  ]
"(0.3107, 0.2774, -0.2144, -0.0666, 0.3683)",[3.3091 1.4996 0.25  ]
"(-0.1527, 0.1533, 0.4336, 0.0841, 0.4931)",[2.4549 2.4412 0.25  ]
"(-0.2032, -0.0221, 0.3868, 0.0678, -0.1923)",[ 3.6457 -0.0113  0.25  ]
"(0.0386, -0.4276, -0.0455, -0.1832, 0.0013)",[ 3.3367 -1.3024  0.25  ]
"(0.0943, 0.1905, 0.3795, -0.3832, -0.0879)",[3.6108 0.4513 0.25  ]
"(0.4065, -0.24, -0.2197, -0.049, 0.39)",[3.6123 0.3736 0.25  ]
"(0.1718, 0.2851, 0.2646, -0.2668, -0.0838)",[3.5803 0.6475 0.25  ]
"(-0.4158, -0.3439, 0.4557, -0.163, 0.4763)",[3.426  1.1453 0.25  ]
"(0.0465, -0.2834, -0.3952, 0.2617, 0.1978)",[ 3.5718 -0.5246  0.25  ]
"(-0.1418, -0.487, -0.1368, -0.1363, -0.2072)",[ 2.7153 -2.139   0.25  ]
"(-0.4507, -0.4406, 0.4892, 0.2595, 0.2391)",[3.5456 0.6043 0.25  ]
"(-0.1115, -0.0909, -0.0801, -0.0506, -0.271)",[ 3.4036 -1.3311  0.25  ]
"(-0.1277, 0.2253, -0.5035, 0.459, 0.2544)",[3.4913 0.9974 0.25  ]
"(-0.2394, -0.3929, 0.4848, -0.1876, -0.2017)",[ 3.4378 -1.1426  0.25  ]
"(-0.3905, -0.3846, 0.0725, 0.0905, 0.3463)",[3.6411 0.1342 0.25  ]
"(-0.1947, 0.3047, 0.3947, -0.1056, -0.3055)",[3.5881 0.2862 0.25  ]
"(-0.3977, 0.4072, -0.2231, -0.2737, -0.3426)",[ 3.4312 -0.9571  0.25  ]
"(-0.4051, -0.0278, -0.3094, -0.0921, 0.4926)",[3.5164 0.5389 0.25  ]
"(0.14, -0.0909, -0.2609, -0.0989, -0.2709)",[ 3.2562 -1.561   0.25  ]
"(0.4988, 0.0713, 0.0715, -0.488, -0.4589)",[ 3.2967 -1.4585  0.25  ]
"(0.3004, 0.1919, -0.0488, 0.0716, 0.1417)",[3.4934 1.0421 0.25  ]
"(0.1643, 0.1427, 0.263, -0.2661, -0.1675)",[3.6665 0.067  0.25  ]
"(-0.1879, 0.1568, -0.2725, 0.2193, -0.4829)",[ 3.3716 -1.405   0.25  ]
"(0.0399, 0.1851, -0.0974, 0.2208, -0.0937)",[3.6692 0.2153 0.25  ]
"(-0.2545, -0.2823, -0.3926, 0.2668, 0.1979)",[ 3.5421 -0.608   0.25  ]
"(-0.1371, -0.0245, -0.0252, -0.0028, -0.3741)",[ 3.4033 -1.3642  0.25  ]
"(0.1709, 0.179, 0.136, -0.1765, 0.2008)",[3.4632 1.1739 0.25  ]
"(-0.2583, -0.2731, -0.2747, 0.2753, 0.2067)",[ 3.605  -0.4103  0.25  ]
"(0.0002, 0.2625, -0.3172, -0.3965, -0.1078)",[ 3.497  -0.7133  0.25  ]
"(-0.4691, -0.4583, 0.0907, -0.1874, 0.1925)",[ 3.4578 -0.7715  0.25  ]
"(-0.3644, 0.4141, -0.4135, 0.2641, -0.2255)",[ 3.6341 -0.277   0.25  ]
"(-0.1615, 0.3273, 0.3166, -0.3146, -0.2223)",[3.6169 0.24   0.25  ]
"(0.3787, -0.0984, -0.2659, -0.1033, -0.4298)",[ 3.0411 -1.8913  0.25  ]
"(0.0349, 0.2032, -0.0167, -0.3861, -0.427)",[ 3.3784 -1.3117  0.25  ]
"(0.0795, 0.0083, 0.0074, 0.0747, -0.0215)",[3.6979 0.0071 0.25  ]
"(-0.3784, -0.0127, 0.2471, 0.2265, 0.3675)",[3.2108 1.636  0.25  ]
"(0.2599, -0.4708, 0.0994, -0.1111, 0.1992)",[ 3.6196 -0.3907  0.25  ]
"(0.2818, -0.3082, 0.4817, 0.1121, -0.1886)",[ 3.5671 -0.2769  0.25  ]
"(-0.0098, 0.4163, -0.0318, 0.4496, -0.3544)",[3.5209 0.3922 0.25  ]
"(-0.0339, 0.2491, 0.0707, 0.0033, -0.4914)",[ 3.578  -0.7895  0.25  ]
"(0.2619, -0.3271, 0.2122, 0.093, -0.2066)",[ 3.532  -0.8734  0.25  ]
"(-0.3286, -0.4826, 0.4471, 0.4964, -0.2524)",[ 3.4513 -0.7664  0.25  ]
"(0.1905, 0.1128, 0.5032, -0.006, 0.4325)",[2.5103 2.3408 0.25  ]
"(-0.3752, 0.4932, 0.0436, 0.382, 0.0529)",[3.1071 1.6338 0.25  ]
"(0.3334, -0.4935, 0.3277, -0.4794, -0.3545)",[ 2.9555 -1.9505  0.25  ]
"(-0.4517, 0.4414, -0.3766, -0.1739, -0.3796)",[ 3.348  -1.1388  0.25  ]
"(-0.0273, -0.4735, 0.2362, -0.4544, 0.0868)",[ 3.4196 -0.9993  0.25  ]
"(-0.3544, 0.4169, 0.4466, 0.4959, -0.2528)",[3.0235 1.3082 0.25  ]
"(-0.1249, 0.324, -0.265, 0.0648, -0.0462)",[3.6693 0.2467 0.25  ]
"(0.0697, -0.4554, 0.475, -0.0841, 0.3742)",[3.5315 0.8577 0.25  ]
"(0.3056, 0.2647, -0.4736, -0.1654, 0.345)",[3.5    0.8755 0.25  ]
"(0.1839, 0.0464, -0.282, -0.3396, 0.1357)",[ 3.5986 -0.2515  0.25  ]
"(-0.1546, 0.3374, -0.2352, -0.302, -0.2131)",[ 3.527  -0.7298  0.25  ]
"(0.0524, -0.2925, 0.3573, 0.3668, -0.3724)",[ 3.4651 -0.814   0.25  ]
"(0.2828, 0.1713, -0.3456, 0.0512, 0.4418)",[3.34   1.4307 0.25  ]
"(-0.2958, -0.0465, -0.2458, -0.2464, -0.0364)",[ 3.397  -1.0284  0.25  ]
"(0.2947, -0.4599, -0.1891, 0.3291, 0.2996)",[ 3.5985 -0.0824  0.25  ]
"(0.2768, 0.0773, 0.0769, -0.2228, -0.4529)",[ 3.4245 -1.2843  0.25  ]
"(0.3855, -0.2125, -0.4122, -0.1654, 0.3573)",[ 3.5523 -0.1726  0.25  ]
"(0.4007, 0.4166, -0.4854, 0.0523, 0.2277)",[3.4513 1.0546 0.25  ]
"(-0.0202, 0.2739, -0.4377, 0.1009, -0.2253)",[ 3.5687 -0.7777  0.25  ]
"(-0.2071, 0.2946, 0.3844, -0.3951, -0.3152)",[ 3.6079 -0.1045  0.25  ]
"(-0.062, 0.2504, -0.2114, -0.2286, 0.0816)",[3.6468 0.2524 0.25  ]
"(0.2379, -0.495, 0.4355, -0.4732, -0.3657)",[ 2.9857 -1.9179  0.25  ]
"(0.4953, -0.0478, 0.3224, -0.307, -0.218)",[ 3.6193 -0.3696  0.25  ]
"(0.3523, 0.0161, -0.2322, 0.4169, 0.0153)",[3.5969 0.2879 0.25  ]
"(-0.1994, 0.2971, 0.3868, -0.1137, -0.3127)",[3.5965 0.2368 0.25  ]
"(0.3394, -0.4846, 0.2257, 0.3173, -0.2845)",[ 3.3759 -1.074   0.25  ]
"(0.1844, 0.2569, -0.3233, 0.4862, -0.3533)",[ 3.5737 -0.4944  0.25  ]
